Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
Ruch Prawdziwa Europa,Ruch Prawdziwa Europa,,political parties,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,868,0,0
McKinsey & Co,McKinsey & Co,,employers organisations and firms,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,13,0.130688,0.137777,0,0,0.007005,83,0.000264,869,0,0
Electric Vehicles Promotion Foundation,Electric Vehicles Promotion Foundation,,environmental organisations and groups,POLAND,"#FFE428",0,0,1,1,0,1,1,1,1,1,0,0,0.000568,47,0.000264,870,0,0
WISE Europe,WISE Europe,,other scientific and research professionals and institutions,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,13,0.130688,0.137777,0,0,0.007005,83,0.000264,871,0,0
Prezydent Prawo i Sprawiedliwosc,Prezydent Prawo i Sprawiedliwosc,,government/executive,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,872,0,0
Sieci,Sieci,,media and journalists,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.255698,0.278131,0,0,0.003026,51,0.000264,873,0,0
Bundesministerium für Finanzen,Bundesministerium für Finanzen,,government/executive,AUSTRIA,"#944863",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,874,0,0
US ambassador to Poland,US ambassador to Poland,,government/executive,UNITED STATES,"#EF7DB1",0,1,1,2,1,1,2,13,0.130688,0.137777,359,0,0.007005,83,0.000489,875,0,0.00131
Russian MP,Russian MP,,politicians,RUSSIAN FEDERATION,"#E8D430",0,0,1,1,0,1,1,14,0.115867,0.122079,0,0,0,83,0.000264,876,0,0
Rhodes Must Fall in Oxford,Rhodes Must Fall in Oxford,,solidarity and human rights organisations,UNITED KINGDOM,"#E879A3",66,0,1,1,0,1,1,1,1,1,0,0,0,78,0.000264,878,0,0
Polityka Insight,Polityka Insight,,other scientific and research professionals and institutions,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,879,0,0
EESC's Employers' Group,EESC's Employers' Group,,unions and employees,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,11,0.210064,0.231106,0,0,0.010594,29,0.000264,880,0,0
Wajrak Adam,Wajrak Adam,,environmental organisations and groups,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,881,0,0
Frasyniuk Władysław,Frasyniuk Władysław,,former states(wo)men,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,882,0,0
Fondazione CERM,Fondazione CERM,,other scientific and research professionals and institutions,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.000772,3,0.000264,883,0,0
Greek Ministry of Foreign Affairs,Greek Ministry of Foreign Affairs,,government/executive,GREECE,"#78767D",0,0,2,2,0,2,2,10,0.209207,0.229423,0,0,0.006992,89,0.000264,884,0,0
Several climate change NGOs,Several climate change NGOs,,environmental organisations and groups,NA,"#FFA910",67,0,1,1,0,1,1,1,1,1,0,0,0,79,0.000264,886,0,0
Dutch MPs,Dutch MPs,,legislative,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,12,0.13245,0.140692,0,0,0,70,0.000264,888,0,0
Marty Dick,Marty Dick,,former states(wo)men,SWITZERLAND,"#B35D41",68,0,1,1,0,1,1,1,1,1,0,0,0,80,0.000264,890,0,0
GFS,GFS,,other scientific and research professionals and institutions,SWITZERLAND,"#B35D41",69,0,1,1,0,1,1,1,1,1,0,0,0,81,0.000264,892,0,0
Swiss MP,Swiss MP,,legislative,SWITZERLAND,"#B35D41",0,0,1,1,0,1,1,1,1,1,0,0,0.010884,3,0.000264,893,0,0
GlobalData,GlobalData,,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,13,0.149334,0.160223,0,0,0.004621,22,0.000264,894,0,0
KLM,KLM,,employers organisations and firms,NETHERLANDS,"#FFB415",0,1,2,3,1,2,3,7,0.257739,0.279103,15.116667,0.002133,0.011787,70,0.000343,200,0.166667,0.004074
NAG,NAG,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,13,0.149334,0.160223,0,0,0.004621,22,0.000264,895,0,0
Tuleya Igor,Tuleya Igor,,judiciary,POLAND,"#FFE428",0,1,2,3,2,2,4,9,0.251581,0.280687,585.295248,0.000029,0.030719,83,0.002251,200,0,0.014861
Mayors of European cities,Mayors of European cities,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,2,1,1,2,10,0.25535,0.277512,0,0.01093,0.003026,51,0.000319,200,0,0.009019
Hołownia Szymon,Hołownia Szymon,,politicians,POLAND,"#FFE428",0,0,1,1,0,1,1,1,1,1,0,0,0.001378,64,0.000264,896,0,0
Thiele Heinz,Thiele Heinz,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,897,0,0
Ryanair,Ryanair,,employers organisations and firms,IRELAND,"#A5548D",0,1,1,2,1,1,2,9,0.207036,0.22219,1,0.011866,0.000225,51,0.000274,270,0,0.00131
Globsec,Globsec,,other scientific and research professionals and institutions,SLOVAKIA,"#C7962C",0,0,1,1,0,2,2,10,0.24339,0.266519,0,0,0.003925,51,0.000264,898,0,0
CNN,CNN,,media and journalists,UNITED STATES,"#EF7DB1",0,0,1,1,0,2,2,9,0.226785,0.247202,0,0,0.005563,89,0.000264,899,0,0
ABC News,ABC News,,media and journalists,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,9,0.226785,0.247202,0,0,0.005563,89,0.000264,900,0,0
NPR,NPR,,media and journalists,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,10,0.205613,0.222289,0,0,0.003794,51,0.000264,901,0,0
TASZ,TASZ,,solidarity and human rights organisations,HUNGARY,"#7F6D85",0,0,1,1,0,1,1,10,0.212552,0.232605,0,0,0.003883,83,0.000264,902,0,0
Reporters Sans Frontières ,Reporters Sans Frontières ,,solidarity and human rights organisations,NA,"#FFA910",0,0,2,2,0,2,2,10,0.229393,0.247809,0,0,0.009623,51,0.000264,903,0,0
Society of Journalists,Society of Journalists,,media and journalists,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,1,1,1,0,0,0.000862,51,0.000264,904,0,0
Wiadomości TVP,Wiadomości TVP,,media and journalists,POLAND,"#FFE428",0,1,1,2,1,1,2,10,0.205511,0.222211,0,0.011159,0.003794,51,0.00033,200,0.5,0.004965
Mrozowski Maciej,Mrozowski Maciej,,other scientific and research professionals and institutions,POLAND,"#FFE428",0,0,1,1,0,1,1,1,1,1,0,0,0.000862,51,0.000264,905,0,0
Wirecard,Wirecard,,employers organisations and firms,GERMANY,"#717F75",0,3,3,6,4,4,8,2,0.8,0.875,11,0.000645,0,70,0.001088,907,0,0.004509
Ernst&Young,Ernst&Young,,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,0,1,1,0,2,2,3,0.5,0.566667,0,0,0.000047,70,0.000264,908,0,0
Deutsche Welle,Deutsche Welle,,media and journalists,GERMANY,"#717F75",0,0,2,2,0,2,2,9,0.245768,0.273273,0,0,0.008711,70,0.000264,909,0,0
CGIL,CGIL,,unions and employees,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,910,0,0
Die Welt,Die Welt,,media and journalists,GERMANY,"#717F75",0,0,3,3,0,3,3,10,0.236842,0.260983,0,0,0.012623,51,0.000264,912,0,0
Amtsgericht München,Amtsgericht München,,judiciary,GERMANY,"#717F75",0,1,1,2,2,1,3,3,0.5,0.583333,0,0,0.000047,70,0.000572,907,0,0.002575
Lower Silesian company,Lower Silesian company,,employers organisations and firms,POLAND,"#FFE428",0,0,1,1,0,1,1,11,0.17094,0.18135,0,0,0,51,0.000264,914,0,0
Dolnośląska Fundacja Rozwoju ,Dolnośląska Fundacja Rozwoju ,,educational professionals and organisations,POLAND,"#FFE428",0,2,1,3,2,1,3,10,0.205613,0.222289,718,0,0.003794,51,0.000713,913,0,0.002619
Fundacja Odpowiedzialna Polityka,Fundacja Odpowiedzialna Polityka,,other scientific and research professionals and institutions,POLAND,"#FFE428",0,0,1,1,0,1,1,11,0.17094,0.18135,0,0,0,51,0.000264,915,0,0
Specialist Prosecutor's Office,Specialist Prosecutor's Office,,judiciary,NETHERLANDS,"#FFB415",0,1,1,2,1,2,3,3,0.5,0.583333,4,0,0,64,0.000489,916,0,0.00131
Presidente della Regione Siciliana,Presidente della Regione Siciliana,,government/executive,ITALY,"#B85D6F",0,0,4,4,0,4,4,9,0.262811,0.294006,0,0,0.034754,3,0.000264,917,0.416667,0
Hamdi Mohamed,Hamdi Mohamed,,other professional organisations and groups,TUNISIA,"#CA696B",70,0,1,1,0,1,1,1,1,1,0,0,0,91,0.000264,919,0,0
Badr Organisation,Badr Organisation,,political parties,IRAQ,"#9C4F9C",32,0,1,1,0,1,1,1,1,1,0,0,0,90,0.000264,920,0,0
EU Commissioner,EU Commissioner,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,11,0.210064,0.231106,0,0,0.010594,29,0.000264,921,0,0
European Data Protection Board,European Data Protection Board,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,922,0,0
US Governor,US Governor,,government/executive,UNITED STATES,"#EF7DB1",71,0,1,1,0,1,1,1,1,1,0,0,0,92,0.000264,924,0,0
Dudek Sławomir,Dudek Sławomir,,economists and financial experts,POLAND,"#FFE428",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,925,0,0
Balcerowicz Leszek,Balcerowicz Leszek,,economists and financial experts,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,926,0,0
Užsienio reikalų ministerija,Užsienio reikalų ministerija,,government/executive,LITHUANIA,"#E77424",0,0,3,3,0,3,3,10,0.227359,0.256418,0,0,0.016599,70,0.000264,927,0,0
CDU-CSU- Fraktion,CDU-CSU- Fraktion,,legislative,GERMANY,"#717F75",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,928,0,0
ECFR,ECFR,,other scientific and research professionals and institutions,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,929,0,0
Associated Press,Associated Press,,media and journalists,UNITED STATES,"#EF7DB1",0,0,2,2,0,2,2,10,0.256063,0.279989,0,0,0.004374,51,0.000264,930,0,0
UOKiK,UOKiK,,consumer organisations and groups,POLAND,"#FFE428",0,2,3,5,2,4,6,10,0.213476,0.237026,8431.245971,0,0.005055,83,0.00756,200,0,0.010085
Serbian PM,Serbian PM,,government/executive,SERBIA,"#D0A62D",0,0,1,1,0,1,1,14,0.129884,0.137774,0,0,0.00052,52,0.000264,931,0,0
Kon Predrag,Kon Predrag,,other scientific and research professionals and institutions,SERBIA,"#D0A62D",0,0,1,1,0,1,1,4,0.37931,0.431818,0,0,0.000053,64,0.000264,932,0,0
Austria,Austria,,whole polities,AUSTRIA,"#944863",0,2,3,5,2,3,5,10,0.204688,0.221563,1613.243223,0.012291,0.001026,71,0.000597,200,0,0.069516
Predsednik Srbije,Predsednik Srbije,,government/executive,SERBIA,"#D0A62D",0,1,2,3,1,3,4,4,0.40625,0.480769,13,0,0.000055,64,0.000489,933,0,0.00131
BIRN,BIRN,,media and journalists,BOSNIA & HERZEGOVINA,"#4476AB",0,0,1,1,0,1,1,5,0.304348,0.359524,0,0,0,64,0.000264,934,0,0
Giunta regionale del Veneto,Giunta regionale del Veneto,,government/executive,ITALY,"#B85D6F",72,0,1,1,0,1,1,1,1,1,0,0,0,93,0.000264,936,0,0
KLM trade unions,KLM trade unions,,unions and employees,NETHERLANDS,"#FFB415",0,0,2,2,0,3,3,7,0.256612,0.286305,0,0,0.031609,29,0.000264,937,0,0
De unie,De unie,,unions and employees,NETHERLANDS,"#FFB415",73,0,1,1,0,1,1,1,1,1,0,0,0,94,0.000264,939,0,0
US Ambassador in the Netherlands,US Ambassador in the Netherlands,,government/executive,UNITED STATES,"#EF7DB1",74,0,1,1,0,1,1,1,1,1,0,0,0,95,0.000264,941,0,0
Soros Alexander,Soros Alexander,,employers organisations and firms,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,1,1,1,0,0,0.001348,51,0.000264,942,0,0
ACM,ACM,,consumer organisations and groups,NETHERLANDS,"#FFB415",0,1,1,2,1,1,2,9,0.250698,0.277584,133.56514,0.003742,0.029089,52,0.000302,323,0,0.00131
Everts Daan,Everts Daan,,former states(wo)men,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,4,0.384615,0.483333,0,0,0,64,0.000264,943,0,0
Raad voor de leefomgeving,Raad voor de leefomgeving,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,10,0.176847,0.18919,0,0,0.002304,70,0.000264,944,0,0
Collegium Polonicum,Collegium Polonicum,,educational professionals and organisations,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,945,0,0
Gazetę Przed-Wyborczą,Gazetę Przed-Wyborczą,,media and journalists,POLAND,"#FFE428",0,1,1,2,1,1,2,10,0.205629,0.222351,740.701796,0.003333,0.003794,51,0.001278,200,0,0.040023
Deutsche Gesellschaft für Auswärtige Politik,Deutsche Gesellschaft für Auswärtige Politik,,other scientific and research professionals and institutions,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,946,0,0
Szyszko Krystyna,Szyszko Krystyna,,former states(wo)men,POLAND,"#FFE428",75,0,1,1,0,1,1,1,1,1,0,0,0,96,0.000264,948,0,0
Momentum Mozgalom,Momentum Mozgalom,,political parties,HUNGARY,"#7F6D85",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,949,0,0
Dull Szabolcs,Dull Szabolcs,,media and journalists,HUNGARY,"#7F6D85",76,0,1,1,0,1,1,1,1,1,0,0,0,97,0.000264,951,0,0
Magyar Hang,Magyar Hang,,media and journalists,HUNGARY,"#7F6D85",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,952,0,0
Magyarország külügyminisztere,Magyarország külügyminisztere,,government/executive,HUNGARY,"#7F6D85",0,0,2,2,0,2,2,10,0.202931,0.221099,0,0,0.000612,83,0.000264,953,0,0
International Press Institute,International Press Institute,,media and journalists,AUSTRIA,"#944863",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,954,0,0
European Federation of Journalists,European Federation of Journalists,,media and journalists,EUROPEAN UNION,"#5C9A5C",0,0,2,2,0,2,2,10,0.2481,0.273051,0,0,0.052479,88,0.000264,955,0.5,0
Human Rights Watch,Human Rights Watch,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,11,0.201342,0.218892,0,0,0,33,0.000264,956,0,0
Patten Chris,Patten Chris,,former states(wo)men,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,1,1,1,0,0,0.007034,29,0.000264,957,0,0
Polish government,Polish government,,government/executive,POLAND,"#FFE428",0,0,3,3,0,3,3,9,0.276154,0.302893,0,0,0.029326,22,0.000264,958,0,0
Prokuratury Okręgowej w Białymstoku,Prokuratury Okręgowej w Białymstoku,,judiciary,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.222429,0.244579,0,0,0.011082,27,0.000264,959,0,0
Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,,government/executive,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.202825,0.215739,0,0,0.001055,51,0.000264,960,0,0
protestors,protestors,,activists and protestors,NA,"#FFA910",0,3,3,6,3,4,7,3,0.555556,0.633333,1445,0.000726,0.002814,64,0.001283,42,0.05,0.029465
Hungarian protestors,Hungarian protestors,,activists and protestors,HUNGARY,"#7F6D85",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,961,0,0
Index.hu CEO,Index.hu CEO,,media and journalists,HUNGARY,"#7F6D85",0,0,1,1,0,1,1,1,1,1,0,0,0.000609,83,0.000264,962,0,0
illycaffè,illycaffè,,employers organisations and firms,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,963,0,0
ticket office employee,ticket office employee,,unions and employees,NA,"#FFA910",0,0,1,1,0,1,1,1,1,1,0,0,0.000086,98,0.000264,964,0,0
station barman,station barman,,unions and employees,NA,"#FFA910",0,0,1,1,0,1,1,1,1,1,0,0,0.000086,98,0.000264,965,0,0
French PM,French PM,,government/executive,FRANCE,"#6A886D",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.003523,85,0.000264,966,0,0
Wethouder Nieuwegein,Wethouder Nieuwegein,,government/executive,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,10,0.205613,0.222289,0,0,0.003794,51,0.000264,967,0,0
Azienda USL Toscana Centro,Azienda USL Toscana Centro,,other state executive agencies,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.000086,98,0.000264,968,0,0
TCI Fund,TCI Fund,,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,0,2,2,0,2,2,9,0.257717,0.282353,0,0,0.015346,51,0.000264,969,0,0
Benetton,Benetton,,employers organisations and firms,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,970,0,0
The Broker,The Broker,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.214073,0.23351,0,0,0.004233,70,0.000264,971,0,0
The Globalist,The Globalist,,media and journalists,NA,"#FFA910",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,972,0,0
Bergos Berenberg,Bergos Berenberg,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,973,0,0
Hague Centre for Strategic Studies,Hague Centre for Strategic Studies,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.214073,0.23351,0,0,0.004233,70,0.000264,974,0,0
EFMI Business School,EFMI Business School,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.214073,0.23351,0,0,0.004233,70,0.000264,975,0,0
Accell,Accell,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,976,0,0
European Commissioner for Budget,European Commissioner for Budget,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,10,0.222429,0.244579,0,0,0.011082,27,0.000264,977,0,0
Boyers Martyn,Boyers Martyn,,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,10,0.224937,0.246725,0,0,0.00918,47,0.000264,978,0,0
National Federation of Fishermen's Organisations,National Federation of Fishermen's Organisations,,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,11,0.210064,0.231106,0,0,0.010594,29,0.000264,979,0,0
Brydges Martin,Brydges Martin,,unions and employees,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,1,1,1,0,0,0.000568,47,0.000264,980,0,0
EU Commissioner for Home Affairs,EU Commissioner for Home Affairs,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,2,3,1,3,4,11,0.211052,0.234402,1,0.015352,0.011114,29,0.000272,238,0.166667,0.00131
Nézőpont Intézet,Nézőpont Intézet,,other scientific and research professionals and institutions,HUNGARY,"#7F6D85",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,981,0,0
Direkt35,Direkt36,,media and journalists,HUNGARY,"#7F6D85",77,0,0,0,0,0,0,0,0,0,0,0,0,82,0.000264,982,0,0
Transparency International HU,Transparency International HU,,other civil society organisations and groups,HUNGARY,"#7F6D85",78,0,1,1,0,1,1,1,1,1,0,0,0,99,0.000264,984,0,0
Magyar Bálint,Magyar Bálint,,former states(wo)men,HUNGARY,"#7F6D85",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,985,0,0
K-Monitor,K-Monitor,,other civil society organisations and groups,HUNGARY,"#7F6D85",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,986,0,0
Infineon,Infineon,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,1,1,1,0,0,0.010884,3,0.000264,987,0,0
Berlin,Berlin,,government/executive,GERMANY,"#717F75",0,1,1,2,1,1,2,1,1,1,697,0.002541,0,52,0.000358,178,0,0.002074
Polski PEN Club,Polski PEN Club,,media and journalists,POLAND,"#FFE428",0,0,1,1,0,1,1,3,0.458333,0.5,0,0,0.002784,64,0.000264,988,0,0
"Łódź school",Łódź school,,educational professionals and organisations,POLAND,"#FFE428",0,2,1,3,2,1,3,1,1,1,697,0.010164,0,51,0.002604,94,0,0.018727
"Łódź Voivodeship",Łódź Voivodeship,,government/executive,POLAND,"#FFE428",0,1,1,2,1,1,2,1,1,1,0,0,0.000745,51,0.002475,94,0,0.004145
EU Commissioner for Equality,EU Commissioner for Equality,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,2,2,0,2,2,10,0.201339,0.217393,0,0,0,29,0.000264,991,0,0
Gazprom,Gazprom,,employers organisations and firms,RUSSIAN FEDERATION,"#E8D430",79,0,1,1,0,1,1,1,1,1,0,0,0,100,0.000264,993,0,0
Bundesnetzagentur,Bundesnetzagentur,,other state executive agencies,GERMANY,"#717F75",0,1,1,2,1,1,2,12,0.150021,0.158853,359,0,0.00088,83,0.000489,994,0,0.00131
Denmark,Denmark,,whole polities,DENMARK,"#49A75B",0,0,1,1,0,1,1,12,0.150021,0.158853,0,0,0.00088,83,0.000264,995,0,0
Poland,Poland,,government/executive,POLAND,"#FFE428",0,22,1,23,25,1,26,12,0.149916,0.158738,6860.426923,0.095606,0.00088,83,0.005894,200,0.037549,0.349595
PGNiG,PGNiG,,employers organisations and firms,POLAND,"#FFE428",0,0,1,1,0,1,1,13,0.130766,0.137857,0,0,0,83,0.000264,996,0,0
OMON,OMON,,police and internal security agencies,BELARUS,"#745A80",0,2,1,3,2,1,3,1,1,1,713,0.000722,0,64,0.001076,36,0,0.027759
Foreign Affairs magazine,Foreign Affairs magazine,,media and journalists,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,1,1,1,0,0,0.010884,3,0.000264,997,0,0
Ministry of Foreign Affairs of Russia,Ministry of Foreign Affairs of Russia,,government/executive,RUSSIAN FEDERATION,"#E8D430",0,0,2,2,0,2,2,10,0.229299,0.247676,0,0,0.008808,51,0.000264,999,0,0
Kancelaria Prezesa Rady Ministrów,Kancelaria Prezesa Rady Ministrów,,government/executive,POLAND,"#FFE428",0,0,2,2,0,2,2,9,0.254429,0.277372,0,0,0.004272,27,0.000264,1000,0,0
Altomonte Carlo,Altomonte Carlo,,educational professionals and organisations,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.24372,0.26889,0,0,0.008664,29,0.000264,1001,0,0
Gelmini Mariastella,Gelmini Mariastella,,politicians,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.002189,3,0.000264,1002,0,0
Mayor of Lampedusa,Mayor of Lampedusa,,government/executive,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,1003,0,0
Mayor of Messina,Mayor of Messina,,government/executive,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.002189,3,0.000264,1004,0,0
ABN-AMRO NL,ABN-AMRO NL,,economists and financial experts,NETHERLANDS,"#FFB415",0,0,2,2,0,2,2,12,0.179142,0.196704,0,0,0.011079,29,0.000264,1005,0,0
Orsina Giovanni,Orsina Giovanni,,educational professionals and organisations,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.211301,0.229096,0,0,0.0032,3,0.000264,1006,0,0
D'Alimonte Roberto,D'Alimonte Roberto,,educational professionals and organisations,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.211301,0.229096,0,0,0.0032,3,0.000264,1007,0,0
Bovenkerk Frank,Bovenkerk Frank,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,12,0.174441,0.188552,0,0,0.005404,52,0.000264,1008,0,0
German protestors,German protestors,,the general public,GERMANY,"#717F75",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,1009,0,0
Belarusian protestors,Belarusian protestors,,the general public,BELARUS,"#745A80",0,1,1,2,1,3,4,3,0.458333,0.5,11,0,0.002784,64,0.000489,1010,0,0.00131
Mvd Respubliki Belarus,Mvd Respubliki Belarus,,government/executive,BELARUS,"#745A80",0,0,1,1,0,1,1,4,0.333333,0.381944,0,0,0,64,0.000264,1011,0,0
Tikhanovskaya Sviatlana,Tikhanovskaya Sviatlana,,politicians,BELARUS,"#745A80",0,1,1,2,1,1,2,3,0.47619,0.516667,0,0.000206,0.002784,64,0.000628,42,1,0.004995
Comisión Española de Ayuda al Refugiado,Comisión Española de Ayuda al Refugiado,,solidarity and human rights organisations,SPAIN,"#AF6729",0,0,1,1,0,1,1,1,1,1,0,0,0.010884,3,0.000264,1012,0,0
n-ost,n-ost,,media and journalists,GERMANY,"#717F75",80,0,1,1,0,1,1,1,1,1,0,0,0,101,0.000264,1014,0,0
Velikonja Mitja,Velikonja Mitja,,educational professionals and organisations,SLOVENIA,"#BF862B",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,1015,0,0
Drakulić Slavenka,Drakulić Slavenka,,media and journalists,CROATIA,"#419583",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,1016,0,0
political commentators,political commentators,,media and journalists,NA,"#FFA910",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.002734,70,0.000264,1017,0,0
Mujanović Jasmin,Mujanović Jasmin,,educational professionals and organisations,BOSNIA & HERZEGOVINA,"#4476AB",0,0,1,1,0,1,1,1,1,1,0,0,0.010884,3,0.000264,1018,0,0
Parlamentarisches Kontrollgremium,Parlamentarisches Kontrollgremium,,legislative,GERMANY,"#717F75",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,1019,0,0
Russia,Russia,,whole polities,RUSSIAN FEDERATION,"#E8D430",0,11,1,12,12,1,13,0,0,0,0,0.043563,0,33,0.002137,22,0.136364,0.234853
Ministerstwo Klimatu,Ministerstwo Klimatu,,government/executive,POLAND,"#FFE428",0,1,2,3,1,2,3,11,0.210804,0.234031,359,0,0.013284,51,0.000489,1020,0,0.00131
WWF,WWF,,environmental organisations and groups,SWITZERLAND,"#B35D41",0,0,1,1,0,1,1,12,0.174503,0.18826,0,0,0,51,0.000264,1021,0,0
Daily Telegraph,Daily Telegraph,,media and journalists,UNITED KINGDOM,"#E879A3",0,1,1,2,1,2,3,10,0.224874,0.246716,136.213585,0.004649,0.00918,47,0.00093,200,0,0.02204
Cambridge University,Cambridge University,,educational professionals and organisations,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,10,0.224937,0.246725,0,0,0.00918,47,0.000264,1022,0,0
