Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
Several foreign ministers,Several foreign ministers,,government/executive,NA,"#FFA910",41,0,1,1,0,1,1,1,1,1,0,0,0,54,0.000915,412,0,0
Supreme Leader,Supreme Leader,,government/executive,IRAN,"#94539E",42,0,1,1,0,1,1,1,1,1,0,0,0,55,0.000915,414,0,0
US National Security Advisor,US National Security Advisor,,government/executive,UNITED STATES,"#EF7DB1",1,0,1,1,0,1,1,1,1,1,0,0,0.002295,17,0.000915,415,0,0
Iranian Parliament,Iranian Parliament,,legislative,IRAN,"#94539E",43,0,1,1,0,1,1,1,1,1,0,0,0,56,0.000915,417,0,0
Atomic Energy Organization of Iran,Atomic Energy Organization of Iran,,other state executive agencies,IRAN,"#94539E",43,0,1,1,0,1,1,1,1,1,0,0,0,56,0.000915,418,0,0
Országház,Országház,,legislative,HUNGARY,"#7F6D85",1,0,1,1,0,1,1,9,0.22973,0.255886,0,0,0.007076,3,0.000915,419,0,0
Hungarian opposition parties,Hungarian opposition parties,,political parties,HUNGARY,"#7F6D85",1,1,1,2,1,1,2,9,0.22973,0.255886,119,0,0.007076,3,0.001693,420,0,0.003264
Hungarian Spectrum,Hungarian Spectrum,,media and journalists,HUNGARY,"#7F6D85",1,0,1,1,0,1,1,10,0.188088,0.205916,0,0,0,3,0.000915,421,0,0
Imperial College London,Imperial College London,,educational professionals and organisations,UNITED KINGDOM,"#E879A3",1,0,1,1,0,1,1,9,0.240404,0.26595,0,0,0.015859,2,0.000915,422,0,0
Bundespolizei ,Bundespolizei ,,police and internal security agencies,GERMANY,"#717F75",1,3,1,4,3,1,4,1,1,1,7,0.027292,0,22,0.002175,91,0,0.024349
British vox pop,British vox pop,,the general public,UNITED KINGDOM,"#E879A3",1,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.003656,22,0.000915,423,0,0
The European Union,The European Union,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001693,0,0,0.003264
China,China,,whole polities,CHINA,"#3F908E",1,9,0,9,17,0,17,0,0,0,0,0.158874,0,1,0.005343,41,0.097222,0.610856
Russia,Russia,,whole polities,RUSSIAN FEDERATION,"#E8D430",1,5,0,5,5,0,5,0,0,0,0,0.011843,0,22,0.003994,98,0,0.032152
Ukraine,Ukraine,,whole polities,UKRAINE,"#E07595",1,1,0,1,1,0,1,0,0,0,0,0.067905,0,2,0.000942,120,0,0.003264
NATO,NATO,,military,NA,"#FFA910",1,4,0,4,5,0,5,0,0,0,0,0.049073,0,18,0.003885,51,0.083333,0.25864
Cameron David,Cameron David,,former states(wo)men,UNITED KINGDOM,"#E879A3",1,1,0,1,1,0,1,0,0,0,0,0.033893,0,4,0.001204,74,0,0.069953
Saudi Arabia,Saudi Arabia,,whole polities,SAUDI ARABIA,"#E0C52F",1,1,0,1,1,0,1,0,0,0,0,0.036214,0,5,0.001295,79,0,0.188444
EU Citizens,EU Citizens,,the general public,EUROPEAN UNION,"#5C9A5C",2,1,0,1,1,0,1,0,0,0,0,0,0,6,0.001693,139,0,0.003264
CHP,CHP,,political parties,TURKEY,"#D16D79",3,2,0,2,2,0,2,0,0,0,0,0,0,7,0.002471,141,0,0.006527
Fidesz,Fidesz,,political parties,HUNGARY,"#7F6D85",1,3,0,3,3,0,3,0,0,0,0,0.052472,0,18,0.00192,76,0,0.074133
Partidul Social Democrat,Partidul Social Democrat,,political parties,ROMANIA,"#F9F332",1,1,0,1,1,0,1,0,0,0,0,0.002282,0,4,0.001253,55,0,0.030048
Romanian Government,Romanian Government,,government/executive,ROMANIA,"#F9F332",1,2,0,2,2,0,2,0,0,0,0,0.015681,0,1,0.002538,40,0,0.328309
Axel Springer SE,Axel Springer SE,,media and journalists,GERMANY,"#717F75",4,1,0,1,1,0,1,0,0,0,0,0,0,8,0.001304,148,0,0.003264
Europe,Europe,,whole polities,EUROPEAN UNION,"#5C9A5C",1,9,0,9,9,0,9,0,0,0,0,0.131016,0,15,0.005401,77,0.013889,0.099442
Canada,Canada,,whole polities,CANADA,"#3D8C98",1,2,0,2,2,0,2,0,0,0,0,0.075812,0,9,0.003103,45,0,0.185457
Nationalists and populists,Nationalists and populists,,political parties,NA,"#FFA910",5,1,0,1,1,0,1,0,0,0,0,0,0,10,0.001693,159,0,0.003264
European trade unions,European trade unions,,unions and employees,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.016249,0,15,0.001071,157,0,0.003264
ORF,ORF,,media and journalists,AUSTRIA,"#944863",6,2,0,2,2,0,2,0,0,0,0,0,0,11,0.002471,162,0,0.006527
Britain,Britain,,whole polities,UNITED KINGDOM,"#E879A3",1,2,0,2,2,0,2,0,0,0,0,0.015443,0,1,0.002927,39,0,0.328309
Africa,Africa,,whole polities,AFRICA,"#E41A1C",1,1,0,1,1,0,1,0,0,0,0,0.012378,0,18,0.001076,75,0,0.063154
Luxembourg,Luxembourg,,whole polities,LUXEMBOURG,"#F17815",1,7,0,7,7,0,7,0,0,0,0,0.059716,0,12,0.005586,38,0.02381,0.349078
United Kingdom,United Kingdom,,whole polities,UNITED KINGDOM,"#E879A3",1,8,0,8,8,0,8,0,0,0,0,0.090703,0,1,0.00798,24,0.053571,0.37412
Netherlands,Netherlands,,government/executive,NETHERLANDS,"#FFB415",1,3,0,3,3,0,3,0,0,0,0,0.037563,0,15,0.013601,2,0.166667,0.428546
European Populists / Nationalists,European Populists / Nationalists,,political parties,EUROPEAN UNION,"#5C9A5C",1,3,0,3,3,0,3,0,0,0,0,0.016854,0,15,0.002626,156,0,0.009791
Muslim voters,Muslim voters,,churches and religious organizations and groups,NA,"#FFA910",7,1,0,1,1,0,1,0,0,0,0,0,0,14,0.001693,179,0,0.003264
German courts,German courts,,judiciary,GERMANY,"#717F75",1,2,0,2,2,0,2,0,0,0,0,0.075812,0,9,0.003103,44,0,0.185457
German Climate Cabinet,German Climate Cabinet,,government/executive,GERMANY,"#717F75",1,1,0,1,1,0,1,0,0,0,0,0.036214,0,5,0.001295,61,0,0.188444
Romania,Romania,,whole polities,ROMANIA,"#F9F332",1,1,0,1,1,0,1,0,0,0,0,0.067905,0,2,0.000942,119,0,0.003264
Italy,Italy,,whole polities,ITALY,"#B85D6F",1,5,0,5,5,0,5,0,0,0,0,0.096987,0,24,0.002826,62,0,0.077833
Mercosur,Mercosur,,government/executive,SOUTH AMERICA,"#B7772A",1,3,0,3,5,0,5,0,0,0,0,0.040653,0,13,0.007598,7,0.166667,0.232877
Government of Brazil,Government of Brazil,,government/executive,BRAZIL,"#377EB6",1,1,0,1,1,0,1,0,0,0,0,0.067905,0,2,0.000942,118,0,0.003264
NGOs,NGOs,,other civil society organisations and groups,NA,"#FFA910",1,1,0,1,1,0,1,0,0,0,0,0.009869,0,13,0.001944,115,0,0.031873
Italian judiciary,Italian judiciary,,judiciary,ITALY,"#B85D6F",1,1,0,1,1,0,1,0,0,0,0,0.016518,0,17,0.001001,134,0,0.003264
Migrants,Migrants,,migrant organisations and groups,NA,"#FFA910",1,2,0,2,2,0,2,0,0,0,0,0.010049,0,13,0.002722,114,0,0.035137
German embassy in Italy,German embassy in Italy,,government/executive,GERMANY,"#717F75",1,1,0,1,1,0,1,0,0,0,0,0.016518,0,17,0.001001,133,0,0.003264
European Council,European Council,,government/executive,EUROPEAN UNION,"#5C9A5C",8,1,0,1,1,0,1,0,0,0,0,0,0,16,0.001693,200,0,0.003264
Austria,Austria,,whole polities,AUSTRIA,"#944863",1,1,0,1,1,0,1,0,0,0,0,0,0,5,0.001332,97,0,0.007715
European transport ministers,European transport ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.015165,0,1,0.002149,26,0,0.325045
Bundesministerium der Verteidigung,Bundesministerium der Verteidigung,,government/executive,GERMANY,"#717F75",1,2,0,2,3,0,3,0,0,0,0,0.031639,0,5,0.00158,56,0.5,0.099249
Frontex,Frontex,,government/executive,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.029479,0,5,0.001191,53,0,0.095986
Europeans,Europeans,,the general public,EUROPEAN UNION,"#5C9A5C",1,2,0,2,2,0,2,0,0,0,0,0,0,34,0.002272,11,0,0.019421
Turkey,Turkey,,whole polities,TURKEY,"#D16D79",1,9,0,9,9,0,9,0,0,0,0,0.125587,0,17,0.005395,52,0.041667,0.329258
Iran,Iran,,whole polities,IRAN,"#94539E",1,3,0,3,3,0,3,0,0,0,0,0.017133,0,17,0.002557,132,0,0.009791
Croatian Government,Croatian Government,,government/executive,CROATIA,"#419583",1,1,0,1,1,0,1,0,0,0,0,0.033893,0,4,0.001204,73,0,0.069953
EU Digital Commissioner,EU Digital Commissioner,,government/executive,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.009904,0,24,0.002185,37,0,0.100022
Irish Government,Irish Government,,government/executive,IRELAND,"#A5548D",1,2,0,2,2,0,2,0,0,0,0,0.007718,0,2,0.003524,85,0,0.116552
Araya Habte,Araya Habte,,terrorist groups / smugglers / organised crime / spies,ERITREA,"#4EAC4C",10,1,0,1,1,0,1,0,0,0,0,0,0,23,0.001693,224,0,0.003264
Bayerischen Verwaltungsgerichtsbarkeit,Bayerischen Verwaltungsgerichtsbarkeit,,judiciary,GERMANY,"#717F75",1,1,0,1,1,0,1,0,0,0,0,0.024129,0,5,0.001012,195,0,0.003264
EUNAVFOR Med,EUNAVFOR Med,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.00102,0,17,0.001174,212,0,0.003264
Presidente della repubblica,Presidente della repubblica,,government/executive,ITALY,"#B85D6F",1,1,0,1,1,0,1,0,0,0,0,0.00134,0,24,0.001478,35,0,0.07151
Remainer MPs,Remainer MPs,,legislative,UNITED KINGDOM,"#E879A3",1,1,0,1,1,0,1,0,0,0,0,0.010201,0,4,0.002713,10,0,0.076599
UK Supreme Court,UK Supreme Court,,judiciary,UNITED KINGDOM,"#E879A3",11,1,0,1,1,0,1,0,0,0,0,0,0,25,0.001693,230,0,0.003264
Trócsányi & Nagy,Trócsányi & Nagy,,employers organisations and firms,HUNGARY,"#7F6D85",12,1,0,1,1,0,1,0,0,0,0,0,0,26,0.001693,234,0,0.003264
Prawo i Sprawiedliwosc,Prawo i Sprawiedliwosc,,political parties,POLAND,"#FFE428",1,4,0,4,4,0,4,0,0,0,0,0.022084,0,3,0.003236,81,0,0.0734
US Security Advisor,US Security Advisor,,government/executive,UNITED STATES,"#EF7DB1",1,1,0,1,1,0,1,0,0,0,0,0.008926,0,2,0.001363,80,0,0.034733
Vice President of EU Commission,Vice President of EU Commission,,government/executive,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.033893,0,4,0.001204,72,0,0.069953
G-7 Heads of State,G-7 Heads of State,,government/executive,NA,"#FFA910",1,1,0,1,1,0,1,0,0,0,0,0.036214,0,5,0.001295,59,0,0.188444
Libyan Government,Libyan Government,,government/executive,LIBYA,"#DE6F33",1,1,0,1,1,0,1,0,0,0,0,0.036214,0,5,0.001295,58,0,0.188444
Banque de France,Banque de France,,central banks,FRANCE,"#6A886D",1,1,0,1,1,0,1,0,0,0,0,0.008054,0,3,0.001109,250,0,0.003264
EU Commissioner for Promoting the European Way of Life,EU Commissioner for Promoting the European Way of Life,,government/executive,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.033893,0,4,0.001204,71,0,0.069953
EU Commissioner for Financial Services,EU Commissioner for Financial Services,,government/executive,EUROPEAN UNION,"#5C9A5C",1,2,0,2,2,0,2,0,0,0,0,0.036175,0,4,0.001542,54,0,0.100001
Austrian Government,Austrian Government,,government/executive,AUSTRIA,"#944863",1,3,0,3,3,0,3,0,0,0,0,0.011401,0,22,0.002268,99,0,0.019897
German politicians,German politicians,,politicians,GERMANY,"#717F75",13,2,0,2,2,0,2,0,0,0,0,0,0,27,0.002471,258,0,0.006527
Turkish Ministry of Defence,Turkish Ministry of Defence,,government/executive,TURKEY,"#D16D79",14,1,0,1,1,0,1,0,0,0,0,0,0,28,0.001693,260,0,0.003264
Daily Telegraph,Daily Telegraph,,media and journalists,UNITED KINGDOM,"#E879A3",1,1,0,1,1,0,1,0,0,0,0,0.010201,0,4,0.002713,9,0,0.076599
ex-ECB President,ex-ECB President,,central banks,EUROPEAN UNION,"#5C9A5C",1,4,0,4,5,0,5,0,0,0,0,0.068993,0,18,0.003566,57,0.333333,0.442844
Moldovan MPs ,Moldovan MPs ,,legislative,MOLDOVA,"#FF9D0C",9,1,0,1,1,0,1,0,0,0,0,0,0,19,0.002296,206,0,0.02107
Israel,Israel,,whole polities,ISRAEL,"#AF587E",1,3,0,3,3,0,3,0,0,0,0,0.013071,0,1,0.003854,43,0,0.188721
Single Resolution Board,Single Resolution Board,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0,0,9,0.003006,42,0,0.133259
MEPs,MEPs,,legislative,EUROPEAN UNION,"#5C9A5C",1,2,0,2,2,0,2,0,0,0,0,0.049353,0,4,0.001464,70,0,0.073217
EU Commissioner for Internal Market,EU Commissioner for Internal Market,,government/executive,EUROPEAN UNION,"#5C9A5C",1,2,0,2,2,0,2,0,0,0,0,0.042929,0,4,0.001464,69,0,0.073217
Bundesministerium für Wirtschaft ,Bundesministerium für Wirtschaft ,,government/executive,GERMANY,"#717F75",1,1,0,1,1,0,1,0,0,0,0,0.039152,0,5,0.000982,94,0,0.007715
Nord Stream AG,Nord Stream AG,,employers organisations and firms,NA,"#FFA910",15,1,0,1,3,0,3,0,0,0,0,0,0,29,0.001693,279,0,0.003264
Bundesnachrichtendienst,Bundesnachrichtendienst,,other state executive agencies,GERMANY,"#717F75",16,1,0,1,1,0,1,0,0,0,0,0,0,30,0.001693,287,0,0.003264
General Secretariat of the EU Council,General Secretariat of the EU Council,,government/executive,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0,0,24,0.002518,29,0,0.135844
ECB Governing Council,ECB Governing Council,,central banks,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.002568,0,18,0.001887,64,0,0.035118
Syriza,Syriza,,political parties,GREECE,"#78767D",1,1,0,1,1,0,1,0,0,0,0,0.024129,0,5,0.001012,194,0,0.003264
Government of Northern Ireland,Government of Northern Ireland,,government/executive,NORTHERN IRELAND,"#FFC01A",1,1,0,1,1,0,1,0,0,0,0,0.00758,0,2,0.002415,84,0,0.110461
Alstom/Siemens,Alstom/Siemens,,employers organisations and firms,FRANCE,"#6A886D",1,1,0,1,1,0,1,0,0,0,0,0.001112,0,12,0.001174,170,0,0.003264
SMEs,SMEs,,employers organisations and firms,NA,"#FFA910",1,1,0,1,1,0,1,0,0,0,0,0.015165,0,1,0.002149,23,0,0.325045
Great Britain,Great Britain,,whole polities,UNITED KINGDOM,"#E879A3",1,1,0,1,1,0,1,0,0,0,0,0.003165,0,17,0.001174,214,0,0.003264
Spain,Spain,,whole polities,SPAIN,"#AF6729",1,2,0,2,2,0,2,0,0,0,0,0.009089,0,2,0.002141,15,0,0.037997
Ospedale di Codogno,Ospedale di Codogno,,public services,ITALY,"#B85D6F",1,2,0,2,2,0,2,0,0,0,0,0.001364,0,24,0.002256,34,0,0.074774
Presidente della Marche,Presidente della Marche,,government/executive,ITALY,"#B85D6F",1,1,0,1,1,0,1,0,0,0,0,0.00134,0,24,0.001478,33,0,0.07151
Lombardy,Lombardy,,whole polities,ITALY,"#B85D6F",1,1,0,1,1,0,1,0,0,0,0,0.009869,0,13,0.001944,111,0,0.031873
European people,European people,,the general public,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.002568,0,18,0.001887,63,0,0.035118
Companies / Manufacturers,Companies / Manufacturers,,employers organisations and firms,NA,"#FFA910",1,2,0,2,2,0,2,0,0,0,0,0.015443,0,1,0.002927,21,0,0.328309
The state,The state,,government/executive,NA,"#FFA910",4,1,0,1,1,0,1,0,0,0,0,0,0,8,0.001304,147,0,0.003264
German people,German people,,the general public,GERMANY,"#717F75",1,1,0,1,1,0,1,0,0,0,0,0.036214,0,5,0.001295,49,0,0.188444
Greek Government,Greek Government,,government/executive,GREECE,"#78767D",1,1,0,1,1,0,1,0,0,0,0,0.015165,0,1,0.002149,22,0,0.325045
Hellenic Coast Guard,Hellenic Coast Guard,,military,GREECE,"#78767D",18,1,0,1,1,0,1,0,0,0,0,0,0,31,0.001693,309,0,0.003264
Bank of England,Bank of England,,central banks,UNITED KINGDOM,"#E879A3",19,1,0,1,1,0,1,0,0,0,0,0,0,32,0.001693,311,0,0.003264
Eurogroup,Eurogroup,,government/executive,EUROPEAN UNION,"#5C9A5C",1,2,0,2,2,0,2,0,0,0,0,0.011406,0,24,0.002887,27,0,0.18393
Eurogroup Finance Ministers,Eurogroup Finance Ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.036214,0,5,0.001295,48,0,0.188444
European Stability Mechanism ,European Stability Mechanism ,,government/executive,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0,0,24,0.002518,28,0,0.135844
hedge funds,hedge funds,,employers organisations and firms,NA,"#FFA910",20,1,0,1,1,0,1,0,0,0,0,0,0,33,0.001693,314,0,0.003264
Länder,Länder,,government/executive,GERMANY,"#717F75",1,1,0,1,1,0,1,0,0,0,0,0.000212,0,22,0.001174,254,0,0.003264
Interior Minister Kosovo,Interior Minister Kosovo,,government/executive,KOSOVO,"#CB6651",1,1,0,1,1,0,1,0,0,0,0,0,0,34,0.004781,12,0,0.02229
Predsednik Republike,Predsednik Republike,,government/executive,SERBIA,"#D0A62D",1,1,0,1,1,0,1,0,0,0,0,0,0,34,0.001635,320,0,0.006091
Politicians,Politicians,,politicians,NA,"#FFA910",21,2,0,2,2,0,2,0,0,0,0,0,0,35,0.003132,322,0,0.009354
Libya,Libya,,whole polities,LIBYA,"#DE6F33",1,1,0,1,1,0,1,0,0,0,0,0.005054,0,17,0.001833,112,0,0.025246
The British,The British,,the general public,UNITED KINGDOM,"#E879A3",22,1,0,1,1,0,1,0,0,0,0,0,0,36,0.001693,325,0,0.003264
volunteers,volunteers,,the general public,NA,"#FFA910",1,1,0,1,1,0,1,0,0,0,0,0.002205,0,2,0.001174,227,0,0.003264
sea rescuers,sea rescuers,,solidarity and human rights organisations,NA,"#FFA910",1,1,0,1,1,0,1,0,0,0,0,0.015818,0,13,0.001082,92,0,0.007715
Hoge Raad,Hoge Raad,,judiciary,NETHERLANDS,"#FFB415",1,2,0,2,2,0,2,0,0,0,0,0.007643,0,1,0.002082,151,0,0.006527
Dutch judiciary,Dutch judiciary,,judiciary,NETHERLANDS,"#FFB415",23,1,0,1,1,0,1,0,0,0,0,0,0,37,0.001693,331,0,0.003264
judges,judges,,judiciary,NA,"#FFA910",24,2,0,2,2,0,2,0,0,0,0,0,0,38,0.003132,333,0,0.009354
De Rechtspraak,De Rechtspraak,,judiciary,NETHERLANDS,"#FFB415",25,1,0,1,1,0,1,0,0,0,0,0,0,39,0.001693,335,0,0.003264
governments,governments,,government/executive,NA,"#FFA910",1,2,0,2,2,0,2,0,0,0,0,0.022946,0,1,0.002538,20,0.5,0.328309
Freistaat Bayern,Freistaat Bayern,,whole polities,GERMANY,"#717F75",26,1,0,1,1,0,1,0,0,0,0,0,0,40,0.001693,342,0,0.003264
the public,the public,,the general public,NA,"#FFA910",1,1,0,1,1,0,1,0,0,0,0,0,0,2,0.004291,82,0,0.043287
Kiev,Kiev,,government/executive,UKRAINE,"#E07595",27,1,0,1,1,0,1,0,0,0,0,0,0,41,0.001693,347,0,0.003264
Kolomoyskyi Ihor,Kolomoyskyi Ihor,,business(wo)men,UKRAINE,"#E07595",28,1,0,1,1,0,1,0,0,0,0,0,0,42,0.001693,349,0,0.003264
Holova Verkhovnoyi Rady Ukrayiny,Holova Verkhovnoyi Rady Ukrayiny,,legislative,UKRAINE,"#E07595",29,1,0,1,1,0,1,0,0,0,0,0,0,43,0.001693,351,0,0.003264
Prosecutor General,Prosecutor General,,judiciary,UKRAINE,"#E07595",1,1,0,1,1,0,1,0,0,0,0,0,0,22,0.001516,124,0,0.010891
Ukrainian PM,Ukrainian PM,,government/executive,UKRAINE,"#E07595",1,1,0,1,1,0,1,0,0,0,0,0,0,22,0.001516,123,0,0.010891
Constitutional Court of Ukraine,Constitutional Court of Ukraine,,judiciary,UKRAINE,"#E07595",30,1,0,1,1,0,1,0,0,0,0,0,0,44,0.001693,353,0,0.003264
Włodzimierz Wróbel,Włodzimierz Wróbel,,judiciary,POLAND,"#FFE428",1,1,0,1,1,0,1,0,0,0,0,0.000142,0,15,0.001304,355,0,0.003264
data protection authorities,data protection authorities,,consumer organisations and groups,NA,"#FFA910",1,1,0,1,1,0,1,0,0,0,0,0.015165,0,1,0.002149,19,0,0.325045
people,people,,the general public,NA,"#FFA910",31,1,0,1,1,0,1,0,0,0,0,0,0,45,0.001693,360,0,0.003264
Platforma Obywatelska,Platforma Obywatelska,,political parties,POLAND,"#FFE428",1,1,0,1,1,0,1,0,0,0,0,0.067905,0,2,0.000942,110,0,0.003264
EU Governments,EU Governments,,government/executive,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.039152,0,5,0.000982,89,0,0.007715
Washington,Washington,,government/executive,UNITED STATES,"#EF7DB1",1,1,0,1,1,0,1,0,0,0,0,0.00281,0,22,0.001174,282,0,0.003264
The opposition,The opposition,,political parties,NA,"#FFA910",1,1,0,1,1,0,1,0,0,0,0,0.012021,0,3,0.002219,67,0,0.047632
Dolomit Ltd,Dolomit Ltd,,employers organisations and firms,HUNGARY,"#7F6D85",32,1,0,1,1,0,1,0,0,0,0,0,0,46,0.001693,371,0,0.003264
Elios,Elios,,employers organisations and firms,HUNGARY,"#7F6D85",1,1,0,1,1,0,1,0,0,0,0,0.008054,0,3,0.001109,249,0,0.003264
Legfőbb ügyészég,Legfőbb ügyészég,,judiciary,HUNGARY,"#7F6D85",33,1,0,1,1,0,1,0,0,0,0,0,0,47,0.001693,373,0,0.003264
Fregatte der 'Hamburg',Fregatte der 'Hamburg',,military,GERMANY,"#717F75",34,1,0,1,1,0,1,0,0,0,0,0,0,48,0.001693,378,0,0.003264
Balkan countries' authorities,Balkan countries' authorities,,government/executive,EUROPEAN UNION,"#5C9A5C",35,1,0,1,1,0,1,0,0,0,0,0,0,49,0.001693,380,0,0.003264
Irish court,Irish court,,judiciary,IRELAND,"#A5548D",1,1,0,1,1,0,1,0,0,0,0,0.000914,0,4,0.001646,108,0,0.008918
Presidente da República,Presidente da República,,government/executive,PORTUGAL,"#FFEF2C",36,1,0,1,1,0,1,0,0,0,0,0,0,50,0.001693,395,0,0.003264
Spanish Government,Spanish Government,,government/executive,SPAIN,"#AF6729",1,1,0,1,1,0,1,0,0,0,0,0.067905,0,2,0.000942,104,0,0.003264
Greek state,Greek state,,government/executive,GREECE,"#78767D",1,1,0,1,1,0,1,0,0,0,0,0.067905,0,2,0.000942,103,0,0.003264
Laikos Syndesmos - Chrysi Avgi,Laikos Syndesmos - Chrysi Avgi,,political parties,GREECE,"#78767D",37,1,0,1,1,0,1,0,0,0,0,0,0,51,0.001693,399,0,0.003264
GRU,GRU,,military,RUSSIAN FEDERATION,"#E8D430",1,1,0,1,1,0,1,0,0,0,0,0.000771,0,13,0.006754,6,0,0.221899
national parliaments of the EU,national parliaments of the EU,,legislative,EUROPEAN UNION,"#5C9A5C",1,1,0,1,1,0,1,0,0,0,0,0.000931,0,4,0.00243,17,0,0.095499
Kaardynacyjnaja rada,Kaardynacyjnaja rada,,politicial parties,BELARUS,"#745A80",38,1,0,1,1,0,1,0,0,0,0,0,0,52,0.001693,403,0,0.003264
President of Belarus,President of Belarus,,government/executive,BELARUS,"#745A80",1,1,0,1,1,0,1,0,0,0,0,0.000771,0,13,0.006754,5,0,0.221899
Rada Ministrów Rzeczypospolitej,Rada Ministrów Rzeczypospolitej,,government/executive,POLAND,"#FFE428",39,1,0,1,1,0,1,0,0,0,0,0,0,53,0.001693,406,0,0.003264
BioNTech,BioNTech,,employers organisations and firms,GERMANY,"#717F75",1,1,0,1,2,0,2,0,0,0,0,0.033893,0,4,0.001204,68,0,0.069953
US Democratic Party,US Democratic Party,,political parties,UNITED STATES,"#EF7DB1",41,1,0,1,1,0,1,0,0,0,0,0,0,54,0.001693,411,0,0.003264
President of Iran,President of Iran,,government/executive,IRAN,"#94539E",42,1,0,1,1,0,1,0,0,0,0,0,0,55,0.001693,413,0,0.003264
Government of Iran,Government of Iran,,government/executive,IRAN,"#94539E",43,2,0,2,2,0,2,0,0,0,0,0,0,56,0.002471,416,0,0.006527
Hungary,Hungary,,whole polities,HUNGARY,"#7F6D85",1,1,0,1,1,0,1,0,0,0,0,0.000931,0,4,0.00243,16,0,0.095499
British travellers,British travellers,,the general public,UNITED KINGDOM,"#E879A3",1,1,0,1,1,0,1,0,0,0,0,0,0,22,0.002764,90,0,0.017404
travellers / tourists,travellers / tourists,,the general public,NA,"#FFA910",1,1,0,1,1,0,1,0,0,0,0,0.000212,0,22,0.001174,253,0,0.003264
