Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
Danish company,Danish company,,employers organisations and firms,DENMARK,"#49A75B",1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.002326,78,0,0.017192
letterbox companies,letterbox companies,,employers organisations and firms,NA,"#FFA910",0,3,0,3,3,0,3,0,0,0,0,0.021811,0,1,0.003329,45,0,0.054845
Belastingdienst,Belastingdienst,,other state executive agencies,NETHERLANDS,"#FFB415",3,1,0,1,1,0,1,0,0,0,0,0,0,43,0.001929,115,0,0.005281
Politicians,Politicians,,politicians,NA,"#FFA910",0,3,0,3,3,0,3,0,0,0,0,0.005263,0,4,0.003677,70,0,0.173394
China,China,,whole polities,CHINA,"#3F908E",0,7,0,7,8,0,8,0,0,0,0,0.078634,0,9,0.011593,4,0.047619,1
MEPs,MEPs,,legislative,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.054693,0,9,0.001094,99,0,0.011561
Russians,Russians,,the general public,RUSSIAN FEDERATION,"#E8D430",0,1,0,1,1,0,1,0,0,0,0,0.005805,0,6,0.001437,36,0,0.086473
Europe,Europe,,whole polities,EUROPEAN UNION,"#5C9A5C",0,10,0,10,11,0,11,0,0,0,0,0.077559,0,47,0.00869,22,0.011111,0.188883
1922 Committee,1923 Committee,,political parties,UNITED KINGDOM,"#E879A3",0,1,0,1,1,0,1,0,0,0,0,0,0,4,0.004984,62,0,0.175161
United States,United States,,whole polities,UNITED STATES,"#EF7DB1",0,7,0,7,7,0,7,0,0,0,0,0.076645,0,1,0.006699,35,0.02381,0.237088
Polish Government,Polish Government,,government/executive,POLAND,"#FFE428",5,3,0,3,6,0,6,0,0,0,0,0,0,44,0.003702,126,0,0.015843
European Populists / Nationalists,European Populists / Nationalists,,political parties,EUROPEAN UNION,"#5C9A5C",6,1,0,1,1,0,1,0,0,0,0,0,0,45,0.001929,130,0,0.005281
Albania,Albania,,whole polities,ALBANIA,"#D4232A",0,4,0,4,4,0,4,0,0,0,0,0.005348,0,67,0.007905,26,0,0.203838
Russian Government,Russian Government,,government/executive,RUSSIAN FEDERATION,"#E8D430",0,3,0,3,3,0,3,0,0,0,0,0.001439,0,67,0.006389,91,0,0.07857
Turkey,Turkey,,whole polities,TURKEY,"#D16D79",0,6,0,6,6,0,6,0,0,0,0,0.040559,0,9,0.012225,18,0.033333,0.760891
Bundesverteidigungsministerium,Bundesverteidigungsministerium,,government/executive,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.010905,0,6,0.001648,34,0,0.059571
European Space Agency,European Space Agency,,government/executive,EUROPEAN UNION,"#5C9A5C",8,1,0,1,1,0,1,0,0,0,0,0,0,46,0.001929,144,0,0.005281
l'Associazione Culturale Lombardia-Russia,l'Associazione Culturale Lombardia-Russia,,other civil society organisations and groups,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0,0,47,0.001486,146,0,0.005281
Government of Azerbaijan,Government of Azerbaijan,,government/executive,AZERBAIJAN,"#845172",0,4,0,4,4,0,4,0,0,0,0,0.008155,0,67,0.004263,54,0,0.155605
Azerbaijan,Azerbaijan,,whole polities,AZERBAIJAN,"#845172",0,1,0,1,1,0,1,0,0,0,0,0.002501,0,9,0.006196,17,0,0.433316
Indonesia,Indonesia,,whole polities,INDONESIA,"#8D5C96",0,1,0,1,1,0,1,0,0,0,0,0.002501,0,9,0.006196,16,0,0.433316
Remainer MPs,Remainer MPs,,legislative,UNITED KINGDOM,"#E879A3",0,1,0,1,1,0,1,0,0,0,0,0,0,4,0.004984,61,0,0.175161
Facebook,Facebook,,employers organisations and firms,ITALY,"#B85D6F",0,1,0,1,1,0,1,0,0,0,0,0,0,4,0.002244,59,0,0.049473
Italy,Italy,,whole polities,ITALY,"#B85D6F",0,4,0,4,6,0,6,0,0,0,0,0.116834,0,41,0.004907,2,0.25,0.410096
Romanian politician,Romanian politician,,politicians,ROMANIA,"#F9F332",11,1,0,1,1,0,1,0,0,0,0,0,0,48,0.001929,185,0,0.005281
Banque de France,Banque de France,,central banks,FRANCE,"#6A886D",12,1,0,1,1,0,1,0,0,0,0,0,0,49,0.001929,187,0,0.005281
European Commissioner for Justice,European Commissioner for Justice,,government/executive,EUROPEAN UNION,"#5C9A5C",0,2,0,2,2,0,2,0,0,0,0,0,0,67,0.002749,190,0,0.016842
Yekîneyên Parastina Gel ,Yekîneyên Parastina Gel ,,military,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.054693,0,9,0.001094,98,0,0.011561
Polish judges,Polish judges,,judiciary,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0,0,9,0.00348,96,0,0.027809
Catalan seperatists,Catalan seperatists,,civil society organisations and groups,SPAIN,"#AF6729",13,1,0,1,1,0,1,0,0,0,0,0,0,50,0.003436,195,0,0.017842
Spain,Spain,,whole polities,SPAIN,"#AF6729",14,1,0,1,1,0,1,0,0,0,0,0,0,51,0.001929,198,0,0.005281
European Round Table for Industry,European Round Table for Industry,,employers organisations and firms,EUROPEAN UNION,"#5C9A5C",15,1,0,1,1,0,1,0,0,0,0,0,0,52,0.001929,203,0,0.005281
Sinké Claude,Sinké Claude,,terrorist groups / smugglers / organised crime / spies,FRANCE,"#6A886D",0,1,0,1,2,0,2,0,0,0,0,0,0,4,0.002717,72,0,0.017842
Hungarian Government,Hungarian Government,,government/executive,HUNGARY,"#7F6D85",16,1,0,1,1,0,1,0,0,0,0,0,0,53,0.001929,207,0,0.005281
Government of Moldova,Government of Moldova,,government/executive,MOLDOVA,"#FF9D0C",17,1,0,1,1,0,1,0,0,0,0,0,0,54,0.001929,209,0,0.005281
Syrian Government,Syrian Government,,government/executive,SYRIA,"#BB614F",0,1,0,1,1,0,1,0,0,0,0,0.006006,0,11,0.00122,175,0,0.005281
McDonalds,McDonalds,,employers organisations and firms,UNITED STATES,"#EF7DB1",18,1,0,1,1,0,1,0,0,0,0,0,0,55,0.001929,213,0,0.005281
WTO,WTO,,central banks,NA,"#FFA910",0,2,0,2,2,0,2,0,0,0,0,0.021365,0,1,0.001634,110,0,0.010562
Poland,Poland,,government/executive,POLAND,"#FFE428",0,1,0,1,1,0,1,0,0,0,0,0.014445,0,4,0.001413,65,0,0.097354
BAE Systems,BAE Systems,,employers organisations and firms,UNITED KINGDOM,"#E879A3",19,1,0,1,1,0,1,0,0,0,0,0,0,56,0.001929,225,0,0.005281
Libyan Government,Libyan Government,,government/executive,LIBYA,"#DE6F33",0,1,0,1,1,0,1,0,0,0,0,0.017146,0,9,0.001901,227,0,0.020359
Libyan Ambassador in Greece,Libyan Ambassador in Greece,,government/executive,LIBYA,"#DE6F33",0,1,0,1,1,0,1,0,0,0,0,0.015054,0,9,0.001453,229,0,0.011561
Britain,Britain,,whole polities,UNITED KINGDOM,"#E879A3",0,3,0,3,3,0,3,0,0,0,0,0.084927,0,9,0.00176,64,0,0.114196
Smugglers,Smugglers,,terrorist groups / smugglers / organised crime / spies,NA,"#FFA910",20,4,0,4,4,0,4,0,0,0,0,0,0,57,0.004588,240,0,0.021123
Dutch Government,Dutch Government,,government/executive,NETHERLANDS,"#FFB415",0,12,0,12,12,0,12,0,0,0,0,0.115569,0,7,0.013127,24,0,0.36329
Vice President of EU Commission,Vice President of EU Commission,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,3,0,3,0,0,0,0,0.054619,0,58,0.001092,101,0,0.005281
Asylum seekers,Asylum seekers,,the general public,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0,0,6,0.001486,237,0,0.005281
EU heads of state and government,EU heads of state and government,,government/executive,EUROPEAN UNION,"#5C9A5C",21,1,0,1,1,0,1,0,0,0,0,0,0,59,0.001929,248,0,0.005281
House of European History,House of European History,,educational professionals and organisations,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.007604,0,41,0.001807,53,0,0.112124
EU Citizens,EU Citizens,,the general public,EUROPEAN UNION,"#5C9A5C",22,1,0,1,1,0,1,0,0,0,0,0,0,60,0.001929,252,0,0.005281
Big tech companies,Big tech companies,,employers organisations and firms,NA,"#FFA910",23,1,0,1,1,0,1,0,0,0,0,0,0,61,0.001929,256,0,0.005281
Committee on Agriculture and Rural Development,Committee on Agriculture and Rural Development,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0,0,67,0.001508,89,0,0.015248
Sicilian mafia,Sicilian mafia,,terrorist groups / smugglers / organised crime / spies,ITALY,"#B85D6F",25,1,0,1,1,0,1,0,0,0,0,0,0,62,0.001929,264,0,0.005281
AGEA,AGEA,,other state executive agencies,ITALY,"#B85D6F",26,1,0,1,1,0,1,0,0,0,0,0,0,63,0.001929,266,0,0.005281
ChristenUnie - Staatskundig Gereformeerde Partij,ChristenUnie - Staatskundig Gereformeerde Partij,,political parties,NETHERLANDS,"#FFB415",0,1,0,1,1,0,1,0,0,0,0,0.004772,0,6,0.00119,217,0,0.005281
European companies,European companies,,employers organisations and firms,NA,"#FFA910",27,2,0,2,2,0,2,0,0,0,0,0,0,64,0.002815,268,0,0.010562
Turkish army,Turkish army,,military,TURKEY,"#D16D79",28,1,0,1,1,0,1,0,0,0,0,0,0,65,0.001929,270,0,0.005281
Gordienko Yegor,Gordienko Yegor,,terrorist groups / smugglers / organised crime / spies,RUSSIAN FEDERATION,"#E8D430",29,1,0,1,1,0,1,0,0,0,0,0,0,66,0.001929,274,0,0.005281
GRU,GRU,,military,RUSSIAN FEDERATION,"#E8D430",0,1,0,1,1,0,1,0,0,0,0,0.055144,0,4,0.001083,68,0,0.005281
Brexit negotiator,Brexit negotiator,,government/executive,EUROPEAN UNION,"#5C9A5C",0,2,0,2,2,0,2,0,0,0,0,0.00011,0,67,0.004083,20,0,0.060095
US Government,US Government,,government/executive,UNITED STATES,"#EF7DB1",0,1,0,1,1,0,1,0,0,0,0,0.000229,0,67,0.001726,90,0,0.03292
US House of Representatives,US House of Representatives,,legislative,UNITED STATES,"#EF7DB1",31,1,0,1,1,0,1,0,0,0,0,0,0,68,0.001929,281,0,0.005281
Group Otten,Group Otten,,political parties,NETHERLANDS,"#FFB415",0,1,0,1,1,0,1,0,0,0,0,0.000154,0,11,0.002422,41,0,0.060243
Brussels,Brussels,,government/executive,EUROPEAN UNION,"#5C9A5C",0,5,0,5,5,0,5,0,0,0,0,0.064519,0,11,0.003931,94,0,0.032685
governments,governments,,government/executive,NA,"#FFA910",0,1,0,1,1,0,1,0,0,0,0,0.003698,0,6,0.002082,51,0,0.050337
US Fed Reserve,US Fed Reserve,,central banks,UNITED STATES,"#EF7DB1",32,1,0,1,1,0,1,0,0,0,0,0,0,12,0.001929,288,0,0.005281
Dutch people,Dutch people,,the general public,NETHERLANDS,"#FFB415",33,1,0,1,1,0,1,0,0,0,0,0,0,13,0.001929,290,0,0.005281
Several countries,Several countries,,whole polities,NA,"#FFA910",34,1,0,1,1,0,1,0,0,0,0,0,0,14,0.001929,292,0,0.005281
Criminal groups,Criminal groups,,terrorist groups / smugglers / organised crime / spies,NA,"#FFA910",35,2,0,2,2,0,2,0,0,0,0,0,0,15,0.002117,295,0.5,0.016842
European Stability Mechanism ,European Stability Mechanism ,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.001561,0,47,0.001674,147,0,0.011561
Police forces NL,Police forces NL,,police and internal security agencies,NETHERLANDS,"#FFB415",35,1,0,1,1,0,1,0,0,0,0,0,0,15,0.001674,294,0,0.011561
EU countries at the external borders,EU countries at the external borders,,whole polities,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.001347,0,58,0.002201,40,0,0.153176
Eurozone countries,Eurozone countries,,government/executive,EUROPEAN UNION,"#5C9A5C",37,1,0,1,1,0,1,0,0,0,0,0,0,17,0.001929,304,0,0.005281
EU politicians,EU politicians,,politicians,EUROPEAN UNION,"#5C9A5C",38,2,0,2,2,0,2,0,0,0,0,0,0,18,0.002815,306,0,0.010562
Swedish Government,Swedish Government,,government/executive,SWEDEN,"#AC5933",39,1,0,1,2,0,2,0,0,0,0,0,0,19,0.001929,312,0,0.005281
British people,British people,,the general public,UNITED KINGDOM,"#E879A3",0,1,0,1,2,0,2,0,0,0,0,0.018825,0,4,0.003068,69,0,0.143531
Frugals member states,Frugals member states,,whole polities,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.013928,0,9,0.001486,319,0,0.005281
Denktank Coronacrisis,Denktank Coronacrisis,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,1,0,1,1,0,1,0,0,0,0,0.055144,0,4,0.001083,67,0,0.005281
Lufthansa,Lufthansa,,employers organisations and firms,GERMANY,"#717F75",0,1,0,1,1,0,1,0,0,0,0,0.001575,0,1,0.003444,43,0,0.079154
aviation industry,aviation industry,,employers organisations and firms,NA,"#FFA910",0,2,0,2,3,0,3,0,0,0,0,0.002552,0,9,0.007836,15,0,0.444877
ICAO Council,ICAO Council,,government/executive,NA,"#FFA910",40,1,0,1,1,0,1,0,0,0,0,0,0,20,0.001929,323,0,0.005281
citizens,citizens,,the general public,NA,"#FFA910",41,1,0,1,1,0,1,0,0,0,0,0,0,21,0.001929,327,0,0.005281
Swiss citizens,Swiss citizens,,the general public,SWITZERLAND,"#B35D41",42,1,0,1,1,0,1,0,0,0,0,0,0,22,0.001929,329,0,0.005281
Iraqi-Kurdish intelligence services,Iraqi-Kurdish intelligence services,,police and internal security agencies,IRAQ,"#9C4F9C",43,1,0,1,1,0,1,0,0,0,0,0,0,23,0.001929,334,0,0.005281
Isis,Isis,,terrorist groups / smugglers / organised crime / spies,POLAND,"#FFE428",44,1,0,1,1,0,1,0,0,0,0,0,0,24,0.001929,336,0,0.005281
trade unions,trade unions,,unions and employees,NA,"#FFA910",45,1,0,1,1,0,1,0,0,0,0,0,0,25,0.001929,340,0,0.005281
dutch state,dutch state,,whole polities,NETHERLANDS,"#FFB415",0,1,0,1,1,0,1,0,0,0,0,0.019431,0,1,0.00119,112,0,0.005281
Calviño Nadia,Calviño Nadia,,politicians,SPAIN,"#AF6729",0,2,0,2,2,0,2,0,0,0,0,0.007001,0,58,0.008453,6,0,0.143499
Advisory Council on International Affairs,Advisory Council on International Affairs,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",46,1,0,1,1,0,1,0,0,0,0,0,0,26,0.001929,343,0,0.005281
US Democratic Party,US Democratic Party,,political parties,UNITED STATES,"#EF7DB1",47,1,0,1,1,0,1,0,0,0,0,0,0,27,0.001929,345,0,0.005281
Specialist Prosecutor's Office,Specialist Prosecutor's Office,,judiciary,NETHERLANDS,"#FFB415",48,1,0,1,1,0,1,0,0,0,0,0,0,28,0.001929,347,0,0.005281
President of Bulgaria,President of Bulgaria,,government/executive,BULGARIA,"#3983AC",0,1,0,1,1,0,1,0,0,0,0,0.054693,0,9,0.001094,95,0,0.011561
Ministry of Defence of Belarus,Ministry of Defence of Belarus,,government/executive,BELARUS,"#745A80",49,1,0,1,1,0,1,0,0,0,0,0,0,29,0.002559,363,0,0.021528
NATO,NATO,,military,NA,"#FFA910",49,1,0,1,1,0,1,0,0,0,0,0,0,29,0.002559,362,0,0.021528
Kolesnikova Maria,Kolesnikova Maria,,politicians,BELARUS,"#745A80",50,1,0,1,1,0,1,0,0,0,0,0,0,30,0.001929,370,0,0.005281
AstraZeneca,AstraZeneca,,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,1,0,1,1,0,1,0,0,0,0,0.005217,0,41,0.00392,1,0,0.387973
European partners,European partners,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,0,1,1,0,1,0,0,0,0,0.001575,0,1,0.003444,42,0,0.079154
Russia,Russia,,whole polities,RUSSIAN FEDERATION,"#E8D430",51,1,0,1,1,0,1,0,0,0,0,0,0,31,0.001486,376,0,0.005281
Belgian PM,Belgian PM,,government/executive,BELGIUM,"#64638E",52,1,0,1,1,0,1,0,0,0,0,0,0,32,0.001929,378,0,0.005281
Spanish Government,Spanish Government,,government/executive,SPAIN,"#AF6729",0,2,0,2,2,0,2,0,0,0,0,0.056254,0,4,0.001969,14,0,0.010562
Algemene Inlichtingen- en Veiligheidsdienst,Algemene Inlichtingen- en Veiligheidsdienst,,police and internal security agencies,NETHERLANDS,"#FFB415",53,1,0,1,1,0,1,0,0,0,0,0,0,33,0.001929,381,0,0.005281
New York Times,New York Times,,media and journalists,UNITED KINGDOM,"#E879A3",54,1,0,1,1,0,1,0,0,0,0,0,0,34,0.001929,385,0,0.005281
Bulgaria,Bulgaria,,whole polities,BULGARIA,"#3983AC",0,1,0,1,1,0,1,0,0,0,0,0.005217,0,41,0.00392,0,0,0.387973
Sofia,Sofia,,government/executive,BULGARIA,"#3983AC",0,1,0,1,1,0,1,0,0,0,0,0.007604,0,41,0.001807,52,0,0.112124
Ministère des Affaires étrangères FR,Ministère des Affaires étrangères FR,,government/executive,FRANCE,"#6A886D",51,1,0,1,1,0,1,0,0,0,0,0,0,31,0.001486,375,0,0.005281
Laikos Syndesmos - Chrysi Avgi,Laikos Syndesmos - Chrysi Avgi,,political parties,GREECE,"#78767D",0,3,0,3,3,0,3,0,0,0,0,0.05741,0,4,0.003609,32,0,0.022123
Washington,Washington,,government/executive,UNITED STATES,"#EF7DB1",0,1,0,1,1,0,1,0,0,0,0,0.00031,0,6,0.001486,177,0,0.005281
Belgian Government,Belgian Government,,government/executive,BELGIUM,"#64638E",55,1,0,1,1,0,1,0,0,0,0,0,0,35,0.001929,395,0,0.005281
District Court Assen,District Court Assen,,judiciary,NETHERLANDS,"#FFB415",56,1,0,1,2,0,2,0,0,0,0,0,0,36,0.001929,397,0,0.005281
The Hague,The Hague,,government/executive,NETHERLANDS,"#FFB415",57,1,0,1,1,0,1,0,0,0,0,0,0,37,0.001929,399,0,0.005281
Italian authorities,Italian authorities,,government/executive,ITALY,"#B85D6F",9,1,0,1,1,0,1,0,0,0,0,0,0,38,0.002626,150,0,0.022822
European governments,European governments,,government/executive,EUROPEAN UNION,"#5C9A5C",59,1,0,1,2,0,2,0,0,0,0,0,0,40,0.001929,413,0,0.005281
Gemeentelijke gezondheidsdienst,Gemeentelijke gezondheidsdienst,,other state executive agencies,NETHERLANDS,"#FFB415",0,1,0,1,1,0,1,0,0,0,0,0.001347,0,58,0.002201,39,0,0.153176
