Id,Label,timeset,mode,act_type,nat,colour,componentnumber,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,clustering,triangles,eigencentrality
Cuban doctors,Cuban doctors,,1,other scientific and research professionals and institutions,CUBA,"#439979",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
German hospitals,German hospitals,,1,other state executive agencies,GERMANY,"#717F75",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Austrian hospitals,Austrian hospitals,,1,other state executive agencies,AUSTRIA,"#944863",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Several EU Member States,Several EU Member States,,1,whole polities,EUROPEAN UNION,"#5C9A5C",0,1,2,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
EU heads of state and government,EU heads of state and government,,1,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
VDMA,VDMA,,1,employers organisations and firms,GERMANY,"#717F75",0,1,1,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
Deutscher Städte- und Gemeindebund,Deutscher Städte- und Gemeindebund,,1,government/executive,GERMANY,"#717F75",0,1,1,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
Verband der Automobilindustrie,Verband der Automobilindustrie,,1,employers organisations and firms,GERMANY,"#717F75",0,1,1,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
US Ambassador in Germany,US Ambassador in Germany,,1,government/executive,UNITED STATES,"#EF7DB1",17,1,1,1,1,1,0,0,0,18,0.001582,0,0,0.000763
Land schafft Verbindung,Land schafft Verbindung,,1,farmers and agricultural organisations,GERMANY,"#717F75",0,1,1,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
Polityka,Polityka,,1,media and journalists,POLAND,"#FFE428",0,1,2,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Do Rzeczy,Do Rzeczy,,1,media and journalists,POLAND,"#FFE428",0,1,3,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Harari Yuval,Harari Yuval,,1,educational professionals and organisations,ISRAEL,"#AF587E",0,1,1,6,0.240534,0.256231,0,0.000485,0.004881,32,0.000727,0,0,0.009101
Gazeta Polska,Gazeta Polska,,1,media and journalists,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Standard & Poor,Standard & Poor,,1,economists and financial experts,UNITED STATES,"#EF7DB1",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
FitchRatings,FitchRatings,,1,economists and financial experts,UNITED STATES,"#EF7DB1",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Morgan Stanley,Morgan Stanley,,1,employers organisations and firms,UNITED STATES,"#EF7DB1",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Valls Manuel,Valls Manuel,,1,former states(wo)men,FRANCE,"#6A886D",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Mayor of Stazzema,Mayor of Stazzema,,1,government/executive,ITALY,"#B85D6F",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Mayor of Cantagallo,Mayor of Cantagallo,,1,government/executive,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Eurogroup,Eurogroup,,1,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Financial Times,Financial Times,,1,media and journalists,UNITED KINGDOM,"#E879A3",0,3,3,5,0.356505,0.40003,2151.738742,0.007917,0.079654,32,0.001777,0,0,0.096522
Presidente del Gobierno,Presidente del Gobierno,,1,government/executive,SPAIN,"#AF6729",0,2,3,6,0.313692,0.353727,506.358974,0.006527,0.065665,31,0.001283,0,0,0.067411
OHV,OHV,,1,economists and financial experts,NETHERLANDS,"#FFB415",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Wellink Nout,Wellink Nout,,1,former states(wo)men,NETHERLANDS,"#FFB415",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Fischer Leohard,Fischer Leohard,,1,economists and financial experts,GERMANY,"#717F75",0,1,1,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
Zentralverband Deutsches Kraftfahrzeuggewerbe,Zentralverband Deutsches Kraftfahrzeuggewerbe,,1,employers organisations and firms,GERMANY,"#717F75",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
German Marshall Fund in Europe,German Marshall Fund in Europe,,1,other scientific and research professionals and institutions,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Swedish vox pop,Swedish vox pop,,1,the general public,SWEDEN,"#AC5933",0,1,2,7,0.214176,0.225181,0,0.000036,0.000363,33,0.00086,0,0,0.001806
Folkhälsomyndigheten,Folkhälsomyndigheten,,1,other state executive agencies,SWEDEN,"#AC5933",0,1,1,7,0.214176,0.225181,0,0.000036,0.000363,33,0.00086,0,0,0.001806
Ukrainian PM,Ukrainian PM,,1,government/executive,UKRAINE,"#E07595",0,1,1,8,0.194097,0.205863,0,0.00003,0.000298,26,0.000883,0,0,0.001922
Hoge Raad,Hoge Raad,,1,judiciary,NETHERLANDS,"#FFB415",0,1,1,6,0.240534,0.256231,0,0.000485,0.004881,32,0.000727,0,0,0.009101
Forum voor Democratie,Forum voor Democratie,,1,political parties,NETHERLANDS,"#FFB415",0,1,2,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
Auswärtiger Ausschuss - Deutscher Bundestag,Auswärtiger Ausschuss - Deutscher Bundestag,,1,legislative,GERMANY,"#717F75",0,2,2,6,0.319429,0.360883,456.903991,0.006934,0.06976,17,0.00125,0,0,0.073439
Freie Demokratische Partei,Freie Demokratische Partei,,1,political parties,GERMANY,"#717F75",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Ifo Institut,Ifo Institut,,1,economists and financial experts,GERMANY,"#717F75",0,1,1,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
ING,ING,,1,employers organisations and firms,NETHERLANDS,"#FFB415",0,1,2,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,,1,government/executive,POLAND,"#FFE428",0,1,3,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Croatian vox pop,Croatian vox pop,,1,the general public,CROATIA,"#419583",18,1,1,2,0.666667,0.75,0,0,0,34,0.001219,0,0,0.000883
Gaz-System,Gaz-System,,1,employers organisations and firms,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Instytut Nauk Prawnych Polskiej Akademii Nauk,Instytut Nauk Prawnych Polskiej Akademii Nauk,,1,educational professionals and organisations,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Mock Stanislow,Mock Stanislow,,1,educational professionals and organisations,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
El Pais,El Pais,,1,media and journalists,SPAIN,"#AF6729",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Malta Chamber of Commerce,Malta Chamber of Commerce,,1,employers organisations and firms,MALTA,"#FF8502",2,1,1,2,0.666667,0.75,0,0,0,0,0.001219,0,0,0.000883
Sveikatos apsaugos ministerija,Sveikatos apsaugos ministerija,,1,government/executive,LITHUANIA,"#E77424",19,1,2,2,0.6,0.666667,0,0,0,19,0.001098,0,0,0.001004
AlixPartners,AlixPartners,,1,employers organisations and firms,UNITED STATES,"#EF7DB1",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
AHK Beijing,AHK Beijing,,1,employers organisations and firms,GERMANY,"#717F75",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Deutscher Bundestag,Deutscher Bundestag,,1,legislative,GERMANY,"#717F75",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Auswärtiges Amt,Auswärtiges Amt,,1,government/executive,GERMANY,"#717F75",0,2,2,6,0.311942,0.351491,696.71696,0.00645,0.064892,29,0.001316,0,0,0.065898
Ministerstwo Rozwoju Regionalnego,Ministerstwo Rozwoju Regionalnego,,1,government/executive,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Dzieciątkowski Tomasz,Dzieciątkowski Tomasz,,1,other scientific and research professionals and institutions,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Hirsch Rafał,Hirsch Rafał,,1,media and journalists,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
European Commission spokesperson,European Commission spokesperson,,1,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Magyarország igazságügy,Magyarország igazságügy,,1,government/executive,HUNGARY,"#7F6D85",0,2,2,6,0.313692,0.353727,2200,0.006447,0.064859,28,0.001359,0,0,0.066459
LitGrid,LitGrid,,1,employers organisations and firms,LITHUANIA,"#E77424",19,1,1,2,0.6,0.666667,0,0,0,19,0.001098,0,0,0.001004
Ministerstwo Funduszy,Ministerstwo Funduszy,,1,government/executive,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
EU Ministers for digitalisation,EU Ministers for digitalisation,,1,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Strauss-Kahn Dominique,Strauss-Kahn Dominique,,1,former states(wo)men,FRANCE,"#6A886D",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Agenzia Nazionale del Turismo,Agenzia Nazionale del Turismo,,1,employers organisations and firms,ITALY,"#B85D6F",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Centre for International Relations,Centre for International Relations,,1,other scientific and research professionals and institutions,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Ruch Prawdziwa Europa,Ruch Prawdziwa Europa,,1,political parties,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Electric Vehicles Promotion Foundation,Electric Vehicles Promotion Foundation,,1,environmental organisations and groups,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Polska Zielona Siec,Polska Zielona Siec,,1,environmental organisations and groups,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Sieci,Sieci,,1,media and journalists,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
pénzügyminiszter,pénzügyminiszter,,1,government/executive,HUNGARY,"#7F6D85",0,1,1,8,0.193963,0.205714,0,0.000059,0.000595,28,0.000842,0,0,0.002089
EESC's Employers' Group,EESC's Employers' Group,,1,unions and employees,EUROPEAN UNION,"#5C9A5C",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Wajrak Adam,Wajrak Adam,,1,environmental organisations and groups,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Polish embassy in Slovenia,Polish embassy in Slovenia,,1,government/executive,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Fondazione CERM,Fondazione CERM,,1,other scientific and research professionals and institutions,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Greek Ministry of Foreign Affairs,Greek Ministry of Foreign Affairs,,1,government/executive,GREECE,"#78767D",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Dutch MPs,Dutch MPs,,1,legislative,NETHERLANDS,"#FFB415",0,1,1,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
Swiss MP,Swiss MP,,1,legislative,SWITZERLAND,"#B35D41",20,1,1,1,1,1,0,0,0,20,0.001582,0,0,0.000763
GlobalData,GlobalData,,1,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
NAG,NAG,,1,employers organisations and firms,NETHERLANDS,"#FFB415",0,1,1,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
Hołownia Szymon,Hołownia Szymon,,1,politicians,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Fundacja Odpowiedzialna Polityka,Fundacja Odpowiedzialna Polityka,,1,other scientific and research professionals and institutions,POLAND,"#FFE428",0,1,2,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
WHO,WHO,,1,government/executive,NA,"#FFA910",0,1,2,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Wiadomości TVP,Wiadomości TVP,,1,media and journalists,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Reporters Sans Frontières ,Reporters Sans Frontières ,,1,solidarity and human rights organisations,NA,"#FFA910",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Deutsche Welle,Deutsche Welle,,1,media and journalists,GERMANY,"#717F75",0,1,1,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
ADAPT,ADAPT,,1,other scientific and research professionals and institutions,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
La Stampa,La Stampa,,1,media and journalists,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Dolnośląska Fundacja Rozwoju ,Dolnośląska Fundacja Rozwoju ,,1,educational professionals and organisations,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Presidente della Regione Siciliana,Presidente della Regione Siciliana,,1,government/executive,ITALY,"#B85D6F",0,1,3,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Viminale- Ministero Interno,Viminale- Ministero Interno,,1,government/executive,ITALY,"#B85D6F",0,1,3,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Ambassador of Belgium in Italy,Ambassador of Belgium in Italy,,1,government/executive,BELGIUM,"#64638E",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Badr Organisation,Badr Organisation,,1,political parties,IRAQ,"#9C4F9C",21,1,1,1,1,1,0,0,0,35,0.001582,0,0,0.000763
Bundesministerium der Finanzen,Bundesministerium der Finanzen,,1,government/executive,GERMANY,"#717F75",0,1,1,8,0.205515,0.218952,0,0.000096,0.000968,22,0.000798,0,0,0.002747
CDC,CDC,,1,other state executive agencies,UNITED STATES,"#EF7DB1",0,1,1,8,0.172851,0.183401,0,0.000005,0.000048,2,0.000889,0,0,0.001702
Piątkowski Marcin,Piątkowski Marcin,,1,economists and financial experts,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Užsienio reikalų ministerija,Užsienio reikalų ministerija,,1,government/executive,LITHUANIA,"#E77424",0,2,3,6,0.316535,0.357305,1073.860991,0.006565,0.066053,23,0.001282,0,0,0.068823
PKN Orlen,PKN Orlen,,1,employers organisations and firms,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Euronews,Euronews,,1,media and journalists,FRANCE,"#6A886D",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
ECFR,ECFR,,1,other scientific and research professionals and institutions,UNITED KINGDOM,"#E879A3",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Associated Press,Associated Press,,1,media and journalists,UNITED STATES,"#EF7DB1",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Raad voor de leefomgeving,Raad voor de leefomgeving,,1,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,1,1,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
Rabobank,Rabobank,,1,economists and financial experts,NETHERLANDS,"#FFB415",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Collegium Polonicum,Collegium Polonicum,,1,educational professionals and organisations,POLAND,"#FFE428",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Gazetę Przed-Wyborczą,Gazetę Przed-Wyborczą,,1,media and journalists,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Deutsche Gesellschaft für Auswärtige Politik,Deutsche Gesellschaft für Auswärtige Politik,,1,other scientific and research professionals and institutions,GERMANY,"#717F75",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
LSE University,LSE University,,1,educational professionals and organisations,UNITED KINGDOM,"#E879A3",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Ministerstwo Klimatu,Ministerstwo Klimatu,,1,government/executive,POLAND,"#FFE428",0,2,2,5,0.345916,0.388551,1195.941581,0.007432,0.074773,21,0.001287,0,0,0.087421
Magyar Hang,Magyar Hang,,1,media and journalists,HUNGARY,"#7F6D85",0,1,1,8,0.193963,0.205714,0,0.000059,0.000595,28,0.000842,0,0,0.002089
European Federation of Journalists,European Federation of Journalists,,1,media and journalists,EUROPEAN UNION,"#5C9A5C",0,1,1,8,0.193963,0.205714,0,0.000059,0.000595,28,0.000842,0,0,0.002089
Human Rights Watch,Human Rights Watch,,1,solidarity and human rights organisations,NA,"#FFA910",0,1,1,8,0.193963,0.205714,0,0.000059,0.000595,28,0.000842,0,0,0.002089
Patten Chris,Patten Chris,,1,former states(wo)men,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
illycaffè,illycaffè,,1,employers organisations and firms,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
security staff,security staff,,1,unions and employees,NA,"#FFA910",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
French PM,French PM,,1,government/executive,FRANCE,"#6A886D",0,1,1,8,0.205515,0.218952,0,0.000096,0.000968,22,0.000798,0,0,0.002747
Wethouder Nieuwegein,Wethouder Nieuwegein,,1,government/executive,NETHERLANDS,"#FFB415",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Mayor of Firenze,Mayor of Firenze,,1,government/executive,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
The Broker,The Broker,,1,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,1,1,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
Hague Centre for Strategic Studies,Hague Centre for Strategic Studies,,1,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,1,1,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
EFMI Business School,EFMI Business School,,1,educational professionals and organisations,NETHERLANDS,"#FFB415",0,1,1,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
ChristenUnie - Staatskundig Gereformeerde Partij,ChristenUnie - Staatskundig Gereformeerde Partij,,1,political parties,NETHERLANDS,"#FFB415",0,1,1,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
German vox pop,German vox pop,,1,the general public,GERMANY,"#717F75",0,2,2,6,0.319429,0.360883,456.903991,0.006934,0.06976,17,0.00125,0,0,0.073439
Boyers Martyn,Boyers Martyn,,1,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
UK Fisheries,UK Fisheries,,1,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
National Federation of Fishermen's Organisations,National Federation of Fishermen's Organisations,,1,employers organisations and firms,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
Brydges Martin,Brydges Martin,,1,unions and employees,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
ZEW,ZEW,,1,economists and financial experts,GERMANY,"#717F75",18,1,1,2,0.666667,0.75,0,0,0,34,0.001219,0,0,0.000883
Transparency International HU,Transparency International HU,,1,other civil society organisations and groups,HUNGARY,"#7F6D85",0,1,1,8,0.193963,0.205714,0,0.000059,0.000595,28,0.000842,0,0,0.002089
Infineon,Infineon,,1,employers organisations and firms,GERMANY,"#717F75",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Polski PEN Club,Polski PEN Club,,1,media and journalists,POLAND,"#FFE428",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
"Łódź Voivodeship",Łódź Voivodeship,,1,government/executive,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Bundesnetzagentur,Bundesnetzagentur,,1,other state executive agencies,GERMANY,"#717F75",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Goethe-Institut,Goethe-Institut,,1,other civil society organisations and groups,GERMANY,"#717F75",0,1,2,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Foreign Affairs magazine,Foreign Affairs magazine,,1,media and journalists,UNITED STATES,"#EF7DB1",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
Kancelaria Prezesa Rady Ministrów,Kancelaria Prezesa Rady Ministrów,,1,government/executive,POLAND,"#FFE428",0,2,3,6,0.264929,0.296959,423.041375,0.001222,0.012299,21,0.001298,0,0,0.027503
Bovenkerk Frank,Bovenkerk Frank,,1,educational professionals and organisations,NETHERLANDS,"#FFB415",0,1,1,6,0.240534,0.256231,0,0.000485,0.004881,32,0.000727,0,0,0.009101
Kennisplatform Integratie & Samenleving,Kennisplatform Integratie & Samenleving,,1,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,1,1,6,0.240534,0.256231,0,0.000485,0.004881,32,0.000727,0,0,0.009101
German protestors,German protestors,,1,the general public,GERMANY,"#717F75",0,1,1,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
Tikhanovskaya Sviatlana,Tikhanovskaya Sviatlana,,1,politicians,BELARUS,"#745A80",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
President of Belarus,President of Belarus,,1,government/executive,BELARUS,"#745A80",0,1,4,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
NATO,NATO,,1,military,NA,"#FFA910",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
Robert Koch Institut,Robert Koch Institut,,1,other state executive agencies,GERMANY,"#717F75",0,1,2,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
Drakulić Slavenka,Drakulić Slavenka,,1,media and journalists,CROATIA,"#419583",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
WWF,WWF,,1,environmental organisations and groups,SWITZERLAND,"#B35D41",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Gauke David,Gauke David,,1,former states(wo)men,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
National Bank of Belarus,National Bank of Belarus,,1,central banks,BELARUS,"#745A80",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
Belarusbank,Belarusbank,,1,employers organisations and firms,BELARUS,"#745A80",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
Moody's,Moody's,,1,economists and financial experts,UNITED STATES,"#EF7DB1",0,1,1,7,0.216667,0.231383,0,0.000178,0.00179,37,0.000765,0,0,0.004452
Cabinet Office UK,Cabinet Office UK,,1,government/executive,UNITED KINGDOM,"#E879A3",0,1,1,7,0.217679,0.234573,0,0.000104,0.00105,24,0.00083,0,0,0.005036
Nizieński Bogusław,Nizieński Bogusław,,1,former states(wo)men,POLAND,"#FFE428",0,1,1,6,0.260242,0.288223,0,0.001045,0.010509,21,0.00077,0,0,0.023051
Institut der deutschen Wirtschaft,Institut der deutschen Wirtschaft,,1,economists and financial experts,GERMANY,"#717F75",0,1,1,6,0.237267,0.253846,0,0.000546,0.005496,17,0.000734,0,0,0.009069
Ministero dello Sviluppo Economico,Ministero dello Sviluppo Economico,,1,government/executive,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
Democratici x il NO Foligno,Democratici x il NO Foligno,,1,civil society organisations and groups,ITALY,"#B85D6F",0,1,1,6,0.245822,0.274866,0,0.000931,0.009362,25,0.00078,0,0,0.019656
De Nederlandsche Bank,De Nederlandsche Bank,,1,central banks,NETHERLANDS,"#FFB415",0,1,1,6,0.310901,0.349404,0,0.006388,0.064264,23,0.000754,0,0,0.06437
University of Groningen,University of Groningen,,1,educational professionals and organisations,NETHERLANDS,"#FFB415",0,2,2,6,0.280341,0.310525,437.265143,0.00153,0.015391,32,0.00126,0,0,0.032152
Ondernemingsraad ,Ondernemingsraad ,,1,employers organisations and firms,NETHERLANDS,"#FFB415",0,1,1,8,0.207037,0.227389,0,0.000307,0.003084,36,0.000775,0,0,0.0071
Van Impe Liesbeth,Van Impe Liesbeth,,1,media and journalists,BELGIUM,"#64638E",22,1,1,2,0.666667,0.75,0,0,0,38,0.001219,0,0,0.000883
Board of Trustees SZFE,Board of Trustees SZFE,,1,educational professionals and organisations,HUNGARY,"#7F6D85",0,1,1,8,0.193963,0.205714,0,0.000059,0.000595,28,0.000842,0,0,0.002089
